1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
625, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 30, 4, 4
626, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
627, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 30, 4, 4
628, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
629, none, minecraft:windswept_hills, MONSTER, quark:stoneling, 10, 1, 1
630, none, minecraft:windswept_hills, MONSTER, quark:toretoise, 10, 2, 4
631, none, minecraft:windswept_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 2
632, none, minecraft:windswept_hills, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
633, none, minecraft:windswept_hills, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
634, none, minecraft:windswept_hills, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
635, none, minecraft:windswept_hills, CREATURE, environmental:yak, 15, 2, 4
636, none, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
637, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 10, 4, 4
638, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 10, 4, 6
639, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
640, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
641, none, minecraft:windswept_hills, CREATURE, mythicmounts:griffon, 10, 1, 1
642, none, minecraft:windswept_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
643, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
644, none, minecraft:windswept_hills, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
645, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
646, none, minecraft:windswept_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
647, none, minecraft:windswept_gravelly_hills, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
648, none, minecraft:windswept_gravelly_hills, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
649, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
650, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
651, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 4
652, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 30, 4, 4
653, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 30, 4, 4
654, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 30, 4, 4
655, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
656, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 30, 4, 4
657, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
658, none, minecraft:windswept_gravelly_hills, MONSTER, quark:stoneling, 10, 1, 1
659, none, minecraft:windswept_gravelly_hills, MONSTER, quark:toretoise, 10, 2, 4
660, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 2
661, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
662, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
663, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
664, none, minecraft:windswept_gravelly_hills, CREATURE, environmental:yak, 15, 2, 4
665, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
666, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 10, 4, 4
667, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 10, 4, 6
668, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
669, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
670, none, minecraft:windswept_gravelly_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
671, none, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
672, none, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
673, none, minecraft:windswept_gravelly_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
674, none, minecraft:windswept_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
675, none, minecraft:windswept_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
676, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
677, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
678, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 4
679, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 30, 4, 4
680, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 30, 4, 4
681, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 30, 4, 4
682, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
683, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 30, 4, 4
684, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
685, none, minecraft:windswept_forest, MONSTER, quark:stoneling, 10, 1, 1
686, none, minecraft:windswept_forest, MONSTER, quark:toretoise, 10, 2, 4
687, none, minecraft:windswept_forest, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
688, none, minecraft:windswept_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
689, none, minecraft:windswept_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
690, none, minecraft:windswept_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
691, none, minecraft:windswept_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
692, none, minecraft:windswept_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
693, none, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
694, none, minecraft:windswept_forest, CREATURE, minecraft:cow, 10, 4, 4
695, none, minecraft:windswept_forest, CREATURE, minecraft:llama, 10, 4, 6
696, none, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
697, none, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
698, none, minecraft:windswept_forest, CREATURE, mythicmounts:griffon, 10, 1, 1
699, none, minecraft:windswept_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
700, none, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
701, none, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
702, none, minecraft:windswept_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
703, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
704, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
705, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
706, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:savannah_creeper, 30, 2, 2
707, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 4
708, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 30, 4, 4
709, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 30, 4, 4
710, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 30, 4, 4
711, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
712, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 30, 4, 4
713, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
714, savanna, minecraft:windswept_savanna, MONSTER, quark:stoneling, 10, 1, 1
715, savanna, minecraft:windswept_savanna, MONSTER, quark:toretoise, 10, 2, 4
716, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
717, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
718, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:gazelle, 30, 7, 7
719, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
720, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:maned_wolf, 30, 1, 1
721, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
722, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 2
723, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
724, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
725, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
726, savanna, minecraft:windswept_savanna, CREATURE, environmental:yak, 15, 2, 4
727, savanna, minecraft:windswept_savanna, CREATURE, friendsandfoes:mauler, 30, 1, 1
728, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
729, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 10, 4, 4
730, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
731, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
732, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
733, savanna, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
734, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
735, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
736, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
737, savanna, minecraft:windswept_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
738, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
739, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
740, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
741, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
742, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
743, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
744, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 30, 4, 4
745, jungle, minecraft:jungle, MONSTER, minecraft:slime, 30, 4, 4
746, jungle, minecraft:jungle, MONSTER, minecraft:spider, 30, 4, 4
747, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
748, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 30, 4, 4
749, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
750, jungle, minecraft:jungle, MONSTER, quark:stoneling, 10, 1, 1
751, jungle, minecraft:jungle, MONSTER, quark:toretoise, 10, 2, 4
752, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
753, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
754, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
755, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
756, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
757, jungle, minecraft:jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
758, jungle, minecraft:jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
759, jungle, minecraft:jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
760, jungle, minecraft:jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
761, jungle, minecraft:jungle, CREATURE, cnb:lizard, 15, 1, 4
762, jungle, minecraft:jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
763, jungle, minecraft:jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
764, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
765, jungle, minecraft:jungle, CREATURE, environmental:tapir, 15, 1, 2
766, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
767, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
768, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
769, jungle, minecraft:jungle, CREATURE, minecraft:ocelot, 10, 1, 1
770, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
771, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 30, 1, 2
772, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
773, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
774, jungle, minecraft:jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
775, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
776, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
777, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
778, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
779, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
780, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
781, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
782, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
783, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
784, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
785, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 30, 4, 4
786, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 30, 4, 4
787, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 30, 4, 4
788, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
789, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 30, 4, 4
790, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
791, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 10, 1, 1
792, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 10, 2, 4
793, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
794, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
795, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
796, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
797, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
798, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
799, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
800, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
801, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
802, jungle, minecraft:sparse_jungle, CREATURE, cnb:lizard, 15, 1, 4
803, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
804, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
805, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
806, jungle, minecraft:sparse_jungle, CREATURE, environmental:tapir, 15, 1, 2
807, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
808, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
809, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
810, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
811, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
812, jungle, minecraft:sparse_jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
813, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
814, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
815, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
816, jungle, minecraft:sparse_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
817, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
818, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
819, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
820, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
821, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
822, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
823, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 30, 4, 4
824, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 30, 4, 4
825, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 30, 4, 4
826, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
827, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 30, 4, 4
828, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
829, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 10, 1, 1
830, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 10, 2, 4
831, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
832, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
833, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
834, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
835, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
836, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
837, jungle, minecraft:bamboo_jungle, CREATURE, cnb:lizard, 15, 1, 4
838, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
839, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
840, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
841, jungle, minecraft:bamboo_jungle, CREATURE, environmental:tapir, 15, 1, 2
842, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
843, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
844, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
845, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:ocelot, 10, 1, 1
846, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 30, 1, 2
847, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 30, 1, 2
848, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
849, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
850, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
851, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
852, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
853, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
854, badlands, minecraft:badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
855, badlands, minecraft:badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
856, badlands, minecraft:badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
857, badlands, minecraft:badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
858, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
859, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 30, 4, 4
860, badlands, minecraft:badlands, MONSTER, minecraft:slime, 30, 4, 4
861, badlands, minecraft:badlands, MONSTER, minecraft:spider, 30, 4, 4
862, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
863, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 30, 4, 4
864, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
865, badlands, minecraft:badlands, MONSTER, quark:stoneling, 10, 1, 1
866, badlands, minecraft:badlands, MONSTER, quark:toretoise, 10, 2, 4
867, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
868, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
869, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
870, badlands, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
871, badlands, minecraft:badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
872, badlands, minecraft:badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
873, badlands, minecraft:badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
874, badlands, minecraft:badlands, CREATURE, cnb:cactem, 16, 6, 12
875, badlands, minecraft:badlands, CREATURE, cnb:lizard, 15, 1, 4
876, badlands, minecraft:badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
877, badlands, minecraft:badlands, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
878, badlands, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
879, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
880, badlands, minecraft:badlands, AMBIENT, mythicmounts:geckotoalizard, 16, 1, 1
881, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
882, badlands, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
883, badlands, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
884, badlands, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
885, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
886, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
887, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
888, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
889, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 30, 4, 4
890, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 30, 4, 4
891, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
892, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 30, 4, 4
893, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
894, badlands, minecraft:eroded_badlands, MONSTER, quark:stoneling, 10, 1, 1
895, badlands, minecraft:eroded_badlands, MONSTER, quark:toretoise, 10, 2, 4
896, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
897, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
898, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
899, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
900, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
901, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
902, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
903, badlands, minecraft:eroded_badlands, CREATURE, cnb:cactem, 16, 6, 12
904, badlands, minecraft:eroded_badlands, CREATURE, cnb:lizard, 15, 1, 4
905, badlands, minecraft:eroded_badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
906, badlands, minecraft:eroded_badlands, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
907, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
908, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
909, badlands, minecraft:eroded_badlands, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
910, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
911, badlands, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
912, badlands, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
913, badlands, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
914, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
915, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
916, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
917, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
918, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 30, 4, 4
919, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 30, 4, 4
920, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
921, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 30, 4, 4
922, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
923, badlands, minecraft:wooded_badlands, MONSTER, quark:stoneling, 10, 1, 1
924, badlands, minecraft:wooded_badlands, MONSTER, quark:toretoise, 10, 2, 4
925, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
926, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
927, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
928, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
929, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
930, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
931, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
932, badlands, minecraft:wooded_badlands, CREATURE, cnb:cactem, 16, 6, 12
933, badlands, minecraft:wooded_badlands, CREATURE, cnb:lizard, 15, 1, 4
934, badlands, minecraft:wooded_badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
