1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
676, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 30, 4, 4
677, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
678, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 30, 4, 4
679, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
680, none, minecraft:windswept_forest, MONSTER, quark:stoneling, 10, 1, 1
681, none, minecraft:windswept_forest, MONSTER, quark:toretoise, 10, 2, 4
682, none, minecraft:windswept_forest, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
683, none, minecraft:windswept_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
684, none, minecraft:windswept_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
685, none, minecraft:windswept_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
686, none, minecraft:windswept_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
687, none, minecraft:windswept_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
688, none, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
689, none, minecraft:windswept_forest, CREATURE, minecraft:cow, 10, 4, 4
690, none, minecraft:windswept_forest, CREATURE, minecraft:llama, 10, 4, 6
691, none, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
692, none, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
693, none, minecraft:windswept_forest, CREATURE, mythicmounts:griffon, 10, 1, 1
694, none, minecraft:windswept_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
695, none, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
696, none, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
697, none, minecraft:windswept_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
698, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
699, savanna, minecraft:windswept_savanna, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
700, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
701, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:savannah_creeper, 30, 2, 2
702, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 4
703, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 30, 4, 4
704, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 30, 4, 4
705, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 30, 4, 4
706, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
707, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 30, 4, 4
708, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
709, savanna, minecraft:windswept_savanna, MONSTER, quark:stoneling, 10, 1, 1
710, savanna, minecraft:windswept_savanna, MONSTER, quark:toretoise, 10, 2, 4
711, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
712, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
713, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:gazelle, 30, 7, 7
714, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
715, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:maned_wolf, 30, 1, 1
716, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
717, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 2
718, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
719, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
720, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
721, savanna, minecraft:windswept_savanna, CREATURE, environmental:yak, 15, 2, 4
722, savanna, minecraft:windswept_savanna, CREATURE, friendsandfoes:mauler, 30, 1, 1
723, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
724, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 10, 4, 4
725, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
726, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
727, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
728, savanna, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
729, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
730, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
731, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
732, savanna, minecraft:windswept_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
733, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
734, jungle, minecraft:jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
735, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
736, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
737, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
738, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
739, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
740, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 30, 4, 4
741, jungle, minecraft:jungle, MONSTER, minecraft:slime, 30, 4, 4
742, jungle, minecraft:jungle, MONSTER, minecraft:spider, 30, 4, 4
743, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
744, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 30, 4, 4
745, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
746, jungle, minecraft:jungle, MONSTER, quark:stoneling, 10, 1, 1
747, jungle, minecraft:jungle, MONSTER, quark:toretoise, 10, 2, 4
748, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
749, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
750, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
751, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
752, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
753, jungle, minecraft:jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
754, jungle, minecraft:jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
755, jungle, minecraft:jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
756, jungle, minecraft:jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
757, jungle, minecraft:jungle, CREATURE, cnb:lizard, 15, 1, 4
758, jungle, minecraft:jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
759, jungle, minecraft:jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
760, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
761, jungle, minecraft:jungle, CREATURE, environmental:tapir, 15, 1, 2
762, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
763, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
764, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
765, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
766, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 30, 1, 2
767, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
768, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
769, jungle, minecraft:jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
770, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
771, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
772, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
773, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
774, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
775, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
776, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
777, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
778, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
779, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
780, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 30, 4, 4
781, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 30, 4, 4
782, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 30, 4, 4
783, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
784, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 30, 4, 4
785, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
786, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 10, 1, 1
787, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 10, 2, 4
788, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
789, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
790, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
791, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
792, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
793, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
794, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
795, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
796, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
797, jungle, minecraft:sparse_jungle, CREATURE, cnb:lizard, 15, 1, 4
798, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
799, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
800, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
801, jungle, minecraft:sparse_jungle, CREATURE, environmental:tapir, 15, 1, 2
802, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
803, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
804, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
805, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
806, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
807, jungle, minecraft:sparse_jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
808, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
809, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
810, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
811, jungle, minecraft:sparse_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
812, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
813, jungle, minecraft:bamboo_jungle, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
814, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
815, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
816, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
817, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
818, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
819, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 30, 4, 4
820, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 30, 4, 4
821, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 30, 4, 4
822, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
823, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 30, 4, 4
824, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
825, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 10, 1, 1
826, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 10, 2, 4
827, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 25, 7, 7
828, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
829, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
830, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
831, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
832, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
833, jungle, minecraft:bamboo_jungle, CREATURE, cnb:lizard, 15, 1, 4
834, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
835, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
836, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
837, jungle, minecraft:bamboo_jungle, CREATURE, environmental:tapir, 15, 1, 2
838, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
839, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
840, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
841, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 30, 1, 2
842, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 30, 1, 2
843, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
844, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
845, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
846, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
847, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
848, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
849, badlands, minecraft:badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
850, badlands, minecraft:badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
851, badlands, minecraft:badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
852, badlands, minecraft:badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
853, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
854, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 30, 4, 4
855, badlands, minecraft:badlands, MONSTER, minecraft:slime, 30, 4, 4
856, badlands, minecraft:badlands, MONSTER, minecraft:spider, 30, 4, 4
857, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
858, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 30, 4, 4
859, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
860, badlands, minecraft:badlands, MONSTER, quark:stoneling, 10, 1, 1
861, badlands, minecraft:badlands, MONSTER, quark:toretoise, 10, 2, 4
862, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
863, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
864, badlands, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 10, 1, 2
865, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
866, badlands, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
867, badlands, minecraft:badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
868, badlands, minecraft:badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
869, badlands, minecraft:badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
870, badlands, minecraft:badlands, CREATURE, cnb:cactem, 16, 6, 12
871, badlands, minecraft:badlands, CREATURE, cnb:lizard, 15, 1, 4
872, badlands, minecraft:badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
873, badlands, minecraft:badlands, CREATURE, mythicmounts:ridinglizard, 15, 2, 3
874, badlands, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
875, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
876, badlands, minecraft:badlands, AMBIENT, mythicmounts:geckotoalizard, 16, 1, 1
877, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
878, badlands, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
879, badlands, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
880, badlands, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
881, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
882, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
883, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
884, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
885, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 30, 4, 4
886, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 30, 4, 4
887, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
888, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 30, 4, 4
889, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
890, badlands, minecraft:eroded_badlands, MONSTER, quark:stoneling, 10, 1, 1
891, badlands, minecraft:eroded_badlands, MONSTER, quark:toretoise, 10, 2, 4
892, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
893, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
894, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 10, 1, 2
895, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
896, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
897, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
898, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
899, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
900, badlands, minecraft:eroded_badlands, CREATURE, cnb:cactem, 16, 6, 12
901, badlands, minecraft:eroded_badlands, CREATURE, cnb:lizard, 15, 1, 4
902, badlands, minecraft:eroded_badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
903, badlands, minecraft:eroded_badlands, CREATURE, mythicmounts:ridinglizard, 15, 2, 3
904, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
905, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
906, badlands, minecraft:eroded_badlands, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
907, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
908, badlands, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
909, badlands, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
910, badlands, minecraft:wooded_badlands, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
911, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 30, 2, 2
912, badlands, minecraft:wooded_badlands, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
913, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
914, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 30, 4, 4
915, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 30, 4, 4
916, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 30, 4, 4
917, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
918, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 30, 4, 4
919, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
920, badlands, minecraft:wooded_badlands, MONSTER, quark:stoneling, 10, 1, 1
921, badlands, minecraft:wooded_badlands, MONSTER, quark:toretoise, 10, 2, 4
922, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
923, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
924, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:rattlesnake, 10, 1, 2
925, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
926, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
927, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
928, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
929, badlands, minecraft:wooded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
930, badlands, minecraft:wooded_badlands, CREATURE, cnb:cactem, 16, 6, 12
931, badlands, minecraft:wooded_badlands, CREATURE, cnb:lizard, 15, 1, 4
932, badlands, minecraft:wooded_badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
933, badlands, minecraft:wooded_badlands, CREATURE, mythicmounts:ridinglizard, 15, 2, 3
934, badlands, minecraft:wooded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
935, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
936, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
937, badlands, minecraft:wooded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
938, plains, minecraft:meadow, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
939, plains, minecraft:meadow, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
940, plains, minecraft:meadow, MONSTER, minecraft:creeper, 30, 4, 4
941, plains, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
942, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 30, 4, 4
943, plains, minecraft:meadow, MONSTER, minecraft:slime, 30, 4, 4
944, plains, minecraft:meadow, MONSTER, minecraft:spider, 30, 4, 4
945, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
946, plains, minecraft:meadow, MONSTER, minecraft:zombie, 30, 4, 4
947, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
948, plains, minecraft:meadow, MONSTER, quark:stoneling, 10, 1, 1
949, plains, minecraft:meadow, MONSTER, quark:toretoise, 10, 2, 4
950, plains, minecraft:meadow, CREATURE, alexsmobs:bison, 10, 6, 10
951, plains, minecraft:meadow, CREATURE, alexsmobs:gelada_monkey, 10, 9, 12
952, plains, minecraft:meadow, CREATURE, alexsmobs:hummingbird, 25, 7, 7
953, plains, minecraft:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
954, plains, minecraft:meadow, CREATURE, alexsmobs:sunbird, 10, 1, 1
955, plains, minecraft:meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 2
956, plains, minecraft:meadow, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
957, plains, minecraft:meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
958, plains, minecraft:meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
959, plains, minecraft:meadow, CREATURE, environmental:yak, 15, 2, 4
960, plains, minecraft:meadow, CREATURE, friendsandfoes:moobloom, 10, 2, 4
961, plains, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
962, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
963, plains, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
964, plains, minecraft:meadow, CREATURE, quark:shiba, 30, 1, 3
965, plains, minecraft:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
966, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
967, plains, minecraft:meadow, AMBIENT, sprout:elephant, 10, 1, 1
968, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
969, plains, minecraft:meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
970, forest, minecraft:grove, MONSTER, ars_nouveau:wilden_guardian, 20, 1, 1
971, forest, minecraft:grove, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
972, forest, minecraft:grove, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
973, forest, minecraft:grove, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
974, forest, minecraft:grove, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
975, forest, minecraft:grove, MONSTER, minecraft:enderman, 5, 1, 4
976, forest, minecraft:grove, MONSTER, minecraft:skeleton, 30, 4, 4
977, forest, minecraft:grove, MONSTER, minecraft:slime, 30, 4, 4
978, forest, minecraft:grove, MONSTER, minecraft:spider, 30, 4, 4
979, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
980, forest, minecraft:grove, MONSTER, minecraft:zombie, 30, 4, 4
981, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
982, forest, minecraft:grove, MONSTER, quark:stoneling, 10, 1, 1
983, forest, minecraft:grove, MONSTER, quark:toretoise, 10, 2, 4
984, forest, minecraft:grove, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
985, forest, minecraft:grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
986, forest, minecraft:grove, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
987, forest, minecraft:grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
988, forest, minecraft:grove, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
989, forest, minecraft:grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
990, forest, minecraft:grove, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
