1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
372, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
373, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
374, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 5
375, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 10, 1, 1
376, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 10, 1, 3
377, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 10, 1, 1
378, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
379, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 5
380, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 10, 1, 1
381, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 10, 1, 3
382, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 10, 1, 1
383, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
384, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 5, 1, 5
385, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 1, 1, 1
386, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 2, 1, 3
387, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 2, 1, 1
388, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
389, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 10, 1, 5
390, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 10, 1, 1
391, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 10, 1, 3
392, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 10, 1, 1
393, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
394, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 10, 1, 5
395, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 10, 1, 1
396, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 10, 1, 3
397, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 10, 1, 1
398, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
399, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 5
400, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 10, 1, 1
401, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 10, 1, 3
402, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 10, 1, 1
403, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
404, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 5
405, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 10, 1, 1
406, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 10, 1, 3
407, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 10, 1, 1
408, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
409, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 5
410, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 10, 1, 1
411, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 10, 1, 3
412, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 10, 1, 1
413, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
414, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 5
415, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 10, 1, 1
416, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 10, 1, 3
417, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 10, 1, 1
418, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
419, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
420, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 10, 1, 5
421, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
422, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 10, 1, 3
423, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 10, 1, 1
424, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
425, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
