1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
1101, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
1102, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 30, 4, 4
1103, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1104, extreme_hills, minecraft:jagged_peaks, MONSTER, quark:stoneling, 10, 1, 1
1105, extreme_hills, minecraft:jagged_peaks, MONSTER, quark:toretoise, 10, 2, 4
1106, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1107, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
1108, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1109, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1110, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1111, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1112, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
1113, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
1114, extreme_hills, minecraft:jagged_peaks, CREATURE, quark:shiba, 30, 1, 3
1115, extreme_hills, minecraft:jagged_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
1116, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1117, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1118, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1119, extreme_hills, minecraft:jagged_peaks, rascals, friendsandfoes:rascal, 4, 1, 1
1120, extreme_hills, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1121, extreme_hills, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1122, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1123, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
1124, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1125, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
1126, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 30, 4, 4
1127, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 30, 4, 4
1128, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1129, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 30, 4, 4
1130, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1131, extreme_hills, minecraft:stony_peaks, MONSTER, quark:stoneling, 10, 1, 1
1132, extreme_hills, minecraft:stony_peaks, MONSTER, quark:toretoise, 10, 2, 4
1133, extreme_hills, minecraft:stony_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
1134, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1135, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1136, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1137, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1138, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
1139, extreme_hills, minecraft:stony_peaks, CREATURE, quark:shiba, 30, 1, 3
1140, extreme_hills, minecraft:stony_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
1141, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1142, extreme_hills, minecraft:stony_peaks, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
1143, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1144, extreme_hills, minecraft:stony_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1145, extreme_hills, minecraft:stony_peaks, rascals, friendsandfoes:rascal, 4, 1, 1
1146, river, minecraft:river, MONSTER, minecraft:creeper, 30, 4, 4
1147, river, minecraft:river, MONSTER, minecraft:drowned, 30, 1, 1
1148, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1149, river, minecraft:river, MONSTER, minecraft:skeleton, 30, 4, 4
1150, river, minecraft:river, MONSTER, minecraft:slime, 30, 4, 4
1151, river, minecraft:river, MONSTER, minecraft:spider, 30, 4, 4
1152, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1153, river, minecraft:river, MONSTER, minecraft:zombie, 30, 4, 4
1154, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1155, river, minecraft:river, MONSTER, quark:stoneling, 10, 1, 1
1156, river, minecraft:river, MONSTER, quark:toretoise, 10, 2, 4
1157, river, minecraft:river, CREATURE, alexsmobs:crocodile, 20, 1, 2
1158, river, minecraft:river, CREATURE, alexsmobs:platypus, 20, 1, 2
1159, river, minecraft:river, CREATURE, cnb:little_grebe, 30, 2, 3
1160, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1161, river, minecraft:river, WATER_CREATURE, babyfat:ranchu, 10, 2, 4
1162, river, minecraft:river, WATER_CREATURE, crittersandcompanions:otter, 7, 1, 3
1163, river, minecraft:river, WATER_CREATURE, minecraft:squid, 30, 1, 4
1164, river, minecraft:river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1165, river, minecraft:river, WATER_AMBIENT, alexsmobs:terrapin, 7, 1, 2
1166, river, minecraft:river, WATER_AMBIENT, crittersandcompanions:koi_fish, 10, 2, 5
1167, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1168, river, minecraft:river, rascals, friendsandfoes:rascal, 4, 1, 1
1169, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1170, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
1171, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
1172, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
1173, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 30, 4, 4
1174, river, minecraft:frozen_river, MONSTER, minecraft:slime, 30, 4, 4
1175, river, minecraft:frozen_river, MONSTER, minecraft:spider, 30, 4, 4
1176, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1177, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 30, 4, 4
1178, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1179, river, minecraft:frozen_river, MONSTER, quark:stoneling, 10, 1, 1
1180, river, minecraft:frozen_river, MONSTER, quark:toretoise, 10, 2, 4
1181, river, minecraft:frozen_river, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1182, river, minecraft:frozen_river, CREATURE, ecologics:penguin, 10, 4, 5
1183, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
1184, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1185, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1186, river, minecraft:frozen_river, WATER_CREATURE, babyfat:ranchu, 10, 2, 4
1187, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 30, 1, 4
1188, river, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1189, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1190, river, minecraft:frozen_river, rascals, friendsandfoes:rascal, 4, 1, 1
1191, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1192, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1193, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 30, 2, 2
1194, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1195, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
1196, beach, minecraft:beach, MONSTER, minecraft:skeleton, 30, 4, 4
1197, beach, minecraft:beach, MONSTER, minecraft:slime, 30, 4, 4
1198, beach, minecraft:beach, MONSTER, minecraft:spider, 30, 4, 4
1199, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
1200, beach, minecraft:beach, MONSTER, minecraft:zombie, 30, 4, 4
1201, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1202, beach, minecraft:beach, MONSTER, quark:stoneling, 10, 1, 1
1203, beach, minecraft:beach, MONSTER, quark:toretoise, 10, 2, 4
1204, beach, minecraft:beach, CREATURE, alexsmobs:seagull, 16, 3, 6
1205, beach, minecraft:beach, CREATURE, alexsmobs:seal, 20, 3, 8
1206, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1207, beach, minecraft:beach, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1208, beach, minecraft:beach, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1209, beach, minecraft:beach, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1210, beach, minecraft:beach, CREATURE, minecraft:turtle, 30, 2, 5
1211, beach, minecraft:beach, CREATURE, quark:crab, 10, 1, 3
1212, beach, minecraft:beach, AMBIENT, alexsmobs:fly, 10, 2, 3
1213, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
1214, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1215, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1216, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 20, 3, 5
1217, beach, minecraft:beach, rascals, friendsandfoes:rascal, 4, 1, 1
1218, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_guardian, 20, 1, 1
1219, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1220, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1221, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 30, 2, 2
1222, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1223, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
1224, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1225, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 30, 4, 4
1226, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 30, 4, 4
1227, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 30, 4, 4
1228, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1229, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 30, 4, 4
1230, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1231, beach, minecraft:snowy_beach, MONSTER, quark:stoneling, 10, 1, 1
1232, beach, minecraft:snowy_beach, MONSTER, quark:toretoise, 10, 2, 4
1233, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 16, 3, 6
1234, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 20, 3, 8
1235, beach, minecraft:snowy_beach, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1236, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1237, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1238, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1239, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1240, beach, minecraft:snowy_beach, CREATURE, quark:crab, 10, 1, 3
1241, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
1242, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1243, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1244, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1245, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 20, 3, 5
1246, beach, minecraft:snowy_beach, rascals, friendsandfoes:rascal, 4, 1, 1
1247, none, minecraft:stony_shore, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1248, none, minecraft:stony_shore, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1249, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 30, 4, 4
1250, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1251, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 30, 4, 4
1252, none, minecraft:stony_shore, MONSTER, minecraft:slime, 30, 4, 4
1253, none, minecraft:stony_shore, MONSTER, minecraft:spider, 30, 4, 4
1254, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1255, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 30, 4, 4
1256, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1257, none, minecraft:stony_shore, MONSTER, quark:stoneling, 10, 1, 1
1258, none, minecraft:stony_shore, MONSTER, quark:toretoise, 10, 2, 4
1259, none, minecraft:stony_shore, CREATURE, alexsmobs:seagull, 16, 3, 6
1260, none, minecraft:stony_shore, CREATURE, alexsmobs:seal, 20, 3, 8
1261, none, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1262, none, minecraft:stony_shore, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1263, none, minecraft:stony_shore, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1264, none, minecraft:stony_shore, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1265, none, minecraft:stony_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
1266, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1267, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1268, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1269, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:lobster, 20, 3, 5
1270, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1271, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1272, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1273, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1274, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1275, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1276, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1277, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1278, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1279, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 10, 1, 1
1280, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 10, 2, 4
1281, ocean, minecraft:warm_ocean, CREATURE, mythicmounts:nudibranch, 18, 1, 1
1282, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1283, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1284, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 20, 2, 3
1285, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 25, 1, 4
1286, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 30, 1, 2
1287, ocean, minecraft:warm_ocean, WATER_CREATURE, ars_elemental:siren_entity, 30, 1, 3
1288, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 20, 1, 2
1289, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 30, 4, 4
1290, ocean, minecraft:warm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1291, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1292, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 25, 1, 4
1293, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1294, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 10, 3, 7
1295, ocean, minecraft:warm_ocean, rascals, friendsandfoes:rascal, 4, 1, 1
1296, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1297, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1298, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1299, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1300, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1301, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1302, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1303, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1304, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1305, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 10, 1, 1
1306, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 10, 2, 4
1307, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1308, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1309, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 20, 1, 2
1310, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 20, 1, 2
1311, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1312, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1313, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 5, 3, 6
1314, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1315, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1316, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1317, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1318, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 10, 3, 7
1319, ocean, minecraft:lukewarm_ocean, rascals, friendsandfoes:rascal, 4, 1, 1
1320, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1321, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1322, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1323, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1324, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1325, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1326, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1327, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1328, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1329, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 10, 1, 1
1330, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 10, 2, 4
1331, ocean, minecraft:deep_lukewarm_ocean, CREATURE, mythicmounts:archelon, 15, 1, 2
1332, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1333, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1334, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 2
1335, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1336, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1337, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 14, 2, 3
1338, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1339, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1340, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1341, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1342, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1343, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1344, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1345, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1346, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 10, 3, 7
1347, ocean, minecraft:deep_lukewarm_ocean, rascals, friendsandfoes:rascal, 4, 1, 1
1348, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 30, 4, 4
1349, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1350, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1351, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1352, ocean, minecraft:ocean, MONSTER, minecraft:slime, 30, 4, 4
1353, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 4, 4
1354, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1355, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 30, 4, 4
1356, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1357, ocean, minecraft:ocean, MONSTER, quark:stoneling, 10, 1, 1
1358, ocean, minecraft:ocean, MONSTER, quark:toretoise, 10, 2, 4
1359, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1360, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1361, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1362, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1363, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1364, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 5, 3, 6
1365, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1366, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1367, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1368, ocean, minecraft:ocean, rascals, friendsandfoes:rascal, 4, 1, 1
1369, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1370, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1371, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1372, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1373, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 30, 4, 4
1374, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 30, 4, 4
1375, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1376, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1377, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1378, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 10, 1, 1
1379, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 10, 2, 4
1380, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1381, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1382, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 20, 1, 2
1383, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1384, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 20, 1, 2
1385, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 12, 2, 3
1386, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1387, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1388, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1389, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1390, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1391, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1392, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1393, ocean, minecraft:deep_ocean, rascals, friendsandfoes:rascal, 4, 1, 1
1394, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1395, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1396, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1397, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1398, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 30, 4, 4
1399, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 30, 4, 4
1400, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1401, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 30, 4, 4
